"locality","verbatimLocality","stationNumber","siteNumber","eventDate","verbatimCoordinateSystem","verbatimCoordinates","decimalLatidude","decimalLongitude","geodeticDatum","eventID","scientificName","organismQuantity"
"Setesdal_site8_plot_19","H19",19,"Browsed",2010,"UTM unknown sone","400608 6545078",5903356807620,726819887176,"WGS1242","0f14d0d7-ffea-4fca-a02d-0debd3261ea1","decimalLatidude",5903356807620
"Setesdal_site8_plot_20","H20",20,"Browsed",2010,"UTM unknown sone","400603 6545080",5903358486550,726811089505,"WGS1243","39334d23-ee94-4fa5-9012-af0b3c9e20a1","decimalLatidude",5903358486550
"Setesdal_site9_plot_1","I1",1,"Exclosure",2010,"UTM unknown sone","400951 6544421",5902775018260,727446768780,"WGS1244","e9f2c89e-29b3-4e17-89f0-5df5f8f49e32","decimalLatidude",5902775018260
"Setesdal_site9_plot_2","I2",2,"Exclosure",2010,"UTM unknown sone","400953 6544411",5902766088100,727450700889,"WGS1245","9a2c6431-7767-4f64-939c-cf967dc72a99","decimalLatidude",5902766088100
"Setesdal_site9_plot_3","I3",3,"Exclosure",2010,"UTM unknown sone","400952 6544413",5902767860220,727448869760,"WGS1246","7ec04876-7e71-4772-b9a2-73ef3ce121da","decimalLatidude",5902767860220
"Setesdal_site9_plot_4","I4",4,"Exclosure",2010,"UTM unknown sone","400958 6544405",5902760818110,727459676623,"WGS1247","0ad15d72-265e-4227-adca-9a31391c81c4","decimalLatidude",5902760818110
"Setesdal_site9_plot_5","I5",5,"Exclosure",2010,"UTM unknown sone","400962 6544413",5902768092070,727466281581,"WGS1248","451e9cdc-1aff-4d30-8766-62446a871d45","decimalLatidude",5902768092070
"Setesdal_site9_plot_6","I6",6,"Exclosure",2010,"UTM unknown sone","400960 6544410",5902765352740,727462934128,"WGS1249","09932c7c-b9e7-4942-8ede-80c8ec162648","decimalLatidude",5902765352740
"Setesdal_site9_plot_7","I7",7,"Exclosure",2010,"UTM unknown sone","400965 6544440",5902792398260,727470290977,"WGS1250","783950da-d82d-48f1-ae69-729dfb688811","decimalLatidude",5902792398260
"Setesdal_site9_plot_8","I8",8,"Exclosure",2010,"UTM unknown sone","400961 6544436",5902788714910,727463506081,"WGS1251","8771219b-555f-4aee-b750-3c23d8dfbf79","decimalLatidude",5902788714910
"Setesdal_site9_plot_9","I9",9,"Exclosure",2010,"UTM unknown sone","400964 6544437",5902789682120,727468684690,"WGS1252","70684680-2d60-4657-bf6a-f4e2ab6e7710","decimalLatidude",5902789682120
"Setesdal_site9_plot_10","I10",10,"Exclosure",2010,"UTM unknown sone","400967 6544441",5902793342280,727473728398,"WGS1253","6af79635-9960-4e20-8795-5a215fac2770","decimalLatidude",5902793342280
"Setesdal_site9_plot_11","I11",11,"Browsed",2010,"UTM unknown sone","400908 6544428",5902780304600,727371582864,"WGS1254","ae86757f-5440-4db4-b2b3-6a5e9acd67b1","decimalLatidude",5902780304600
"Setesdal_site9_plot_12","I12",12,"Browsed",2010,"UTM unknown sone","400916 6544435",5902786773740,727385197429,"WGS1255","975a82c0-7282-4e69-99b5-751fb32e230c","decimalLatidude",5902786773740
"Setesdal_site9_plot_13","I13",13,"Browsed",2010,"UTM unknown sone","400919 6544425",5902777866790,727390870897,"WGS1256","ab2a3b05-d8cc-46d9-af2d-434e7ed01515","decimalLatidude",5902777866790
"Setesdal_site9_plot_14","I14",14,"Browsed",2010,"UTM unknown sone","400916 6544431",5902783183130,727385377393,"WGS1257","f8e8b0e2-ed9a-4fe1-8f67-3d4652b90b00","decimalLatidude",5902783183130
"Setesdal_site9_plot_15","I15",15,"Browsed",2010,"UTM unknown sone","400915 6544433",5902784955240,727383546221,"WGS1258","be33325c-bb95-405b-8e77-339fa30bf9a0","decimalLatidude",5902784955240
"Setesdal_site9_plot_16","I16",16,"Browsed",2010,"UTM unknown sone","400911 6544442",5902792941330,727376176520,"WGS1259","bcdf717b-6fe3-4728-a791-27e4fc8e8163","decimalLatidude",5902792941330
"Setesdal_site9_plot_17","I17",17,"Browsed",2010,"UTM unknown sone","400909 6544439",5902790201980,727372829115,"WGS1260","139e9ddb-b3fd-4d80-8e80-0b6479c263b8","decimalLatidude",5902790201980
"Setesdal_site9_plot_18","I18",18,"Browsed",2010,"UTM unknown sone","400903 6544410",5902764030870,727363686862,"WGS1261","04586474-d670-45c4-b949-2b8b379aeeaf","decimalLatidude",5902764030870
"Setesdal_site9_plot_19","I19",19,"Browsed",2010,"UTM unknown sone","400901 6544428",5902780142220,727359394551,"WGS1262","12f42bb5-bf46-4901-84e4-1001dbc0beda","decimalLatidude",5902780142220
"Setesdal_site9_plot_20","I20",20,"Browsed",2010,"UTM unknown sone","400915 6544443",5902793931770,727383096305,"WGS1263","5a59e0de-56ac-42fb-a37b-f4d89e1b8e3b","decimalLatidude",5902793931770
"Setesdal_site10_plot_1","J1",1,"Exclosure",2010,"UTM unknown sone","401202 6544562",5902907400060,727877481569,"WGS1264","d242bf48-ccee-4eea-b845-49ec5c04dfe9","decimalLatidude",5902907400060
"Setesdal_site10_plot_2","J2",2,"Exclosure",2010,"UTM unknown sone","401201 6544572",5902916353480,727875291658,"WGS1265","ae1e904e-be8e-4c11-8921-feaac797fb56","decimalLatidude",5902916353480
"Setesdal_site10_plot_3","J3",3,"Exclosure",2010,"UTM unknown sone","401203 6544560",5902905627880,727879312554,"WGS1266","95eb74d3-9231-4f60-b3e0-6a4e589e1b53","decimalLatidude",5902905627880
"Setesdal_site10_plot_4","J4",4,"Exclosure",2010,"UTM unknown sone","401206 6544582",5902925445670,727883549328,"WGS1267","2ac1056d-54ce-45ad-a4fe-3a971822c917","decimalLatidude",5902925445670
"Setesdal_site10_plot_5","J5",5,"Exclosure",2010,"UTM unknown sone","401206 6544574",5902918264430,727883908236,"WGS1268","6a91657c-c581-4685-bc41-99be3da703d1","decimalLatidude",5902918264430
"Setesdal_site10_plot_6","J6",6,"Exclosure",2010,"UTM unknown sone","401207 6544580",5902923673490,727885380320,"WGS1269","5ad40f29-7d02-4821-8e6b-f97f42cfa51c","decimalLatidude",5902923673490
"Setesdal_site10_plot_7","J7",7,"Exclosure",2010,"UTM unknown sone","401214 6544562",5902907677590,727898376649,"WGS1270","71af6977-9d5f-48b5-82c0-5dceed7f5bf5","decimalLatidude",5902907677590
"Setesdal_site10_plot_8","J8",8,"Exclosure",2010,"UTM unknown sone","401216 6544554",5902900542600,727902218030,"WGS1271","48464849-3f36-4223-aacf-a0ea804d616f","decimalLatidude",5902900542600
"Setesdal_site10_plot_9","J9",9,"Exclosure",2010,"UTM unknown sone","401219 6544553",5902899714320,727907486646,"WGS1272","e10e7304-4561-44a1-ab2d-3d8866f91bed","decimalLatidude",5902899714320
"Setesdal_site10_plot_10","J10",10,"Exclosure",2010,"UTM unknown sone","401215 6544593",5902935528020,727898727263,"WGS1273","b99de8d6-d96a-4369-b654-2376a8e653a3","decimalLatidude",5902935528020
"Setesdal_site10_plot_11","J11",11,"Browsed",2010,"UTM unknown sone","401152 6544582",5902924196420,727789521023,"WGS1274","2d3ded8a-ccf4-4e5b-b805-808b41d74ecb","decimalLatidude",5902924196420
"Setesdal_site10_plot_12","J12",12,"Browsed",2010,"UTM unknown sone","401153 6544593",5902934093760,727790768521,"WGS1275","34cec950-712a-413e-9331-95ed793b9bec","decimalLatidude",5902934093760
"Setesdal_site10_plot_13","J13",13,"Browsed",2010,"UTM unknown sone","401157 6544594",5902935083980,727797688712,"WGS1276","dcc67e93-1459-4d22-bf35-f656311f3efa","decimalLatidude",5902935083980
"Setesdal_site10_plot_14","J14",14,"Browsed",2010,"UTM unknown sone","401169 6544597",5902938054600,727818449308,"WGS1277","5ad8fdcf-8e6a-4d4f-8f4f-871c9fa52b1f","decimalLatidude",5902938054600
"Setesdal_site10_plot_15","J15",15,"Browsed",2010,"UTM unknown sone","401165 6544592",5902933473770,727811708636,"WGS1278","94c24a08-f303-4136-a5bf-4432f16f27da","decimalLatidude",5902933473770
"Setesdal_site10_plot_16","J16",16,"Browsed",2010,"UTM unknown sone","401158 6544581",5902923437600,727800013494,"WGS1279","05cd8e00-96bf-4068-b39a-6c9ebfd62f61","decimalLatidude",5902923437600
"Setesdal_site10_plot_17","J17",17,"Browsed",2010,"UTM unknown sone","401158 6544588",5902929721190,727799699295,"WGS1280","bcad0a9c-63dd-466b-b427-6bb3732f63ab","decimalLatidude",5902929721190
"Setesdal_site10_plot_18","J18",18,"Browsed",2010,"UTM unknown sone","401162 6544578",5902920837190,727807113200,"WGS1281","0f77ff2e-e972-4d98-820c-a16c6fb1cf1b","decimalLatidude",5902920837190
"Setesdal_site10_plot_19","J19",19,"Browsed",2010,"UTM unknown sone","401162 6544574",5902917246580,727807292733,"WGS1282","f54222a4-a466-4799-9769-058c24c44d55","decimalLatidude",5902917246580
"Setesdal_site10_plot_20","J20",20,"Browsed",2010,"UTM unknown sone","401164 6544576",5902919088160,727810685490,"WGS1283","c9b14ec1-7a10-417b-b2e3-9142c64bc16a","decimalLatidude",5902919088160
"Setesdal_site1_plot_1","A1",1,"Exclosure",2012,"UTM unknown sone","386557 6544826",5902780551560,702366288533,"WGS1284","72a4c7ed-1d9f-4222-b08d-a8ba01c46c9a","decimalLatidude",5902780551560
"Setesdal_site1_plot_2","A2",2,"Exclosure",2012,"UTM unknown sone","386558 6544808",5902764422640,702368956632,"WGS1285","f1cdc50e-f622-48ca-bbcc-a0f901f797ec","decimalLatidude",5902764422640
"Setesdal_site1_plot_3","A3",3,"Exclosure",2012,"UTM unknown sone","386568 6544837",5902790716440,702384872345,"WGS1286","402e1c9b-5fe2-48fd-8dc7-2c4fb0b4915e","decimalLatidude",5902790716440
"Setesdal_site1_plot_4","A4",4,"Exclosure",2012,"UTM unknown sone","386552 6544831",5902784906410,702357326264,"WGS1287","61fff362-b75d-417c-a6d4-3e053358d586","decimalLatidude",5902784906410
"Setesdal_site1_plot_5","A5",5,"Exclosure",2012,"UTM unknown sone","386557 6544806",5902762601040,702367318716,"WGS1288","6bd2189d-b10b-4d0f-92e1-29528317d4ca","decimalLatidude",5902762601040
"Setesdal_site1_plot_6","A6",6,"Exclosure",2012,"UTM unknown sone","386561 6544824",5902778862730,702373355316,"WGS1289","1afde101-7724-4dcf-b382-c7d68d379534","decimalLatidude",5902778862730
"Setesdal_site1_plot_7","A7",7,"Exclosure",2012,"UTM unknown sone","386563 6544828",5902782505940,702376631172,"WGS1290","f58e23c8-81d5-4fa9-baa6-2a7d6e156402","decimalLatidude",5902782505940
"Setesdal_site1_plot_8","A8",8,"Exclosure",2012,"UTM unknown sone","386564 6544834",5902787917650,702378063076,"WGS1291","e290a69d-763d-4a33-ae34-d0dc1ca66a83","decimalLatidude",5902787917650
"Setesdal_site1_plot_9","A9",9,"Exclosure",2012,"UTM unknown sone","386566 6544828",5902782585600,702381854001,"WGS1292","2d3092cd-3980-4471-a29c-76e87d03d252","decimalLatidude",5902782585600
"Setesdal_site1_plot_10","A10",10,"Exclosure",2012,"UTM unknown sone","386562 6544829",5902783376910,702374838721,"WGS1293","e32bd096-c920-4903-86fb-b6795fc867b9","decimalLatidude",5902783376910
"Setesdal_site1_plot_11","A11",11,"Browsed",2012,"UTM unknown sone","386651 6544802",5902761506070,702531172419,"WGS1294","42cf04c6-4b37-4164-a7d3-69e696a5a256","decimalLatidude",5902761506070
"Setesdal_site1_plot_12","A12",12,"Browsed",2012,"UTM unknown sone","386665 6544811",5902769955250,702555082360,"WGS1295","7ac27824-20a8-4d6e-9c80-da72fa3683b5","decimalLatidude",5902769955250
"Setesdal_site1_plot_13","A13",13,"Browsed",2012,"UTM unknown sone","386668 6544836",5902792473030,702559018698,"WGS1296","1cfefe88-5a64-4b64-b605-1f0c21a7f536","decimalLatidude",5902792473030
"Setesdal_site1_plot_14","A14",14,"Browsed",2012,"UTM unknown sone","386655 6544803",5902762509730,702538084691,"WGS1297","f38e3dac-c964-4c81-8436-9c6857c5c0d8","decimalLatidude",5902762509730
"Setesdal_site1_plot_15","A15",15,"Browsed",2012,"UTM unknown sone","386662 6544809",5902768080610,702549962467,"WGS1298","8dc45992-9d85-4462-bb74-ded8988d3c3b","decimalLatidude",5902768080610
"Setesdal_site1_plot_16","A16",16,"Browsed",2012,"UTM unknown sone","386657 6544840",5902795771300,702539662391,"WGS1299","e609b634-ed60-4ef3-9e0e-8b0612c85533","decimalLatidude",5902795771300
"Setesdal_site1_plot_17","A17",17,"Browsed",2012,"UTM unknown sone","386661 6544839",5902794979900,702546677660,"WGS1300","3274af97-c9c0-4952-ad85-26d58aebf784","decimalLatidude",5902794979900
"Setesdal_site1_plot_18","A18",18,"Browsed",2012,"UTM unknown sone","386660 6544834",5902790465730,702545194024,"WGS1301","e3ff905f-f9be-4b0f-b9dd-d3d431622f1c","decimalLatidude",5902790465730
"Setesdal_site1_plot_19","A19",19,"Browsed",2012,"UTM unknown sone","386663 6544815",5902773492300,702551394639,"WGS1302","43ed0bde-2a8a-4f04-b6cf-ab0fe1e7aba9","decimalLatidude",5902773492300
"Setesdal_site1_plot_20","A20",20,"Browsed",2012,"UTM unknown sone","386660 6544806",5902765334970,702546634979,"WGS1303","30976501-08ce-415c-8a3c-af5b465582d6","decimalLatidude",5902765334970
"Setesdal_site2_plot_1","B1",1,"Exclosure",2012,"UTM unknown sone","389962 6544671",5902730495540,708302122418,"WGS1304","97e2d6ef-a8e8-4c60-aa26-a7ab9623bbb8","decimalLatidude",5902730495540
"Setesdal_site2_plot_2","B2",2,"Exclosure",2012,"UTM unknown sone","389966 6544677",5902735983920,708308786569,"WGS1305","8a00878a-6409-4779-b30c-256b3729ac1c","decimalLatidude",5902735983920
"Setesdal_site2_plot_3","B3",3,"Exclosure",2012,"UTM unknown sone","389967 6544687",5902744985260,708310027949,"WGS1306","f09ff12e-3021-4b68-9b16-12719ff0152a","decimalLatidude",5902744985260
"Setesdal_site2_plot_4","B4",4,"Exclosure",2012,"UTM unknown sone","389968 6544680",5902738728110,708312118652,"WGS1307","4aa05363-da64-4644-b365-a61f92556202","decimalLatidude",5902738728110
"Setesdal_site2_plot_5","B5",5,"Exclosure",2012,"UTM unknown sone","389964 6544684",5902742215310,708304954877,"WGS1308","cf47e439-f89c-4d77-8c91-ebd380fee6b9","decimalLatidude",5902742215310
"Setesdal_site2_plot_6","B6",6,"Exclosure",2012,"UTM unknown sone","389962 6544679",5902737676010,708301722721,"WGS1309","b00c327b-0c5b-4414-a7bb-5698bc8fa280","decimalLatidude",5902737676010
"Setesdal_site2_plot_7","B7",7,"Exclosure",2012,"UTM unknown sone","389964 6544669",5902728751940,708305704297,"WGS1310","e3b631c3-a1c4-4c58-a261-f6128b669428","decimalLatidude",5902728751940
"Setesdal_site2_plot_8","B8",8,"Exclosure",2012,"UTM unknown sone","389964 6544666",5902726059270,708305854180,"WGS1311","31cfcad6-b84b-41ef-880e-e86dd63adb0e","decimalLatidude",5902726059270
"Setesdal_site2_plot_9","B9",9,"Exclosure",2012,"UTM unknown sone","389955 6544657",5902717749420,708290635083,"WGS1312","4e4e4779-5ad0-4590-8e73-10d37766d1f5","decimalLatidude",5902717749420
"Setesdal_site2_plot_10","B10",10,"Exclosure",2012,"UTM unknown sone","389958 6544655",5902716031580,708295957924,"WGS1313","bdcecae8-629d-409d-a226-733bc762ed58","decimalLatidude",5902716031580
"Setesdal_site2_plot_11","B11",11,"Browsed",2012,"UTM unknown sone","390002 6544606",5902673184380,708375007855,"WGS1314","271352f2-8a81-4f38-92bf-70d5ce6d3456","decimalLatidude",5902673184380
"Setesdal_site2_plot_12","B12",12,"Browsed",2012,"UTM unknown sone","390008 6544609",5902676031540,708385303737,"WGS1315","f5aecf36-fe5f-4ab5-9506-30e3c3df9e42","decimalLatidude",5902676031540
"Setesdal_site2_plot_13","B13",13,"Browsed",2012,"UTM unknown sone","390015 6544604",5902671723960,708397740077,"WGS1316","e785547f-f0a2-445d-bfdc-e8a615a36f9a","decimalLatidude",5902671723960
"Setesdal_site2_plot_14","B14",14,"Browsed",2012,"UTM unknown sone","390019 6544610",5902677212290,708404404269,"WGS1317","a6d9feed-949d-4eea-b98e-86336c4e03f1","decimalLatidude",5902677212290
"Setesdal_site2_plot_15","B15",15,"Browsed",2012,"UTM unknown sone","390015 6544618",5902684289780,708397040971,"WGS1318","e1916319-394e-4bca-8ba6-ccfa750a2937","decimalLatidude",5902684289780
"Setesdal_site2_plot_16","B16",16,"Browsed",2012,"UTM unknown sone","390013 6544627",5902692316320,708393109622,"WGS1319","f7ebab8a-9072-43df-98e7-fcd6b2d270de","decimalLatidude",5902692316320
"Setesdal_site2_plot_17","B17",17,"Browsed",2012,"UTM unknown sone","390004 6544634",5902698367510,708377091394,"WGS1320","48f852ee-aaeb-4631-8335-2ecc7472fc2c","decimalLatidude",5902698367510
"Setesdal_site2_plot_18","B18",18,"Browsed",2012,"UTM unknown sone","390014 6544630",5902695034740,708394700771,"WGS1321","ac11888e-a4a7-45c6-afce-a51b0da8f498","decimalLatidude",5902695034740
"Setesdal_site2_plot_19","B19",19,"Browsed",2012,"UTM unknown sone","390015 6544611",5902678006870,708397390525,"WGS1322","c6ff1a10-87f8-4d05-b648-3eec40bd6ef7","decimalLatidude",5902678006870
"Setesdal_site2_plot_20","B20",20,"Browsed",2012,"UTM unknown sone","390018 6544603",5902670903640,708403012860,"WGS1323","158b5c31-f630-4620-b0c1-421dcf90dc8d","decimalLatidude",5902670903640
"Setesdal_site3_plot_1","C1",1,"Exclosure",2012,"UTM unknown sone","392202 6542617",5900943978030,712302463693,"WGS1324","e5011796-a63e-4e32-976e-20b91428ad02","decimalLatidude",5900943978030
"Setesdal_site3_plot_2","C2",2,"Exclosure",2012,"UTM unknown sone","392213 6542628",5900954128790,712321067286,"WGS1325","479b7442-1e81-4227-aeee-45b1c62b7f48","decimalLatidude",5900954128790
"Setesdal_site3_plot_3","C3",3,"Exclosure",2012,"UTM unknown sone","392211 6542638",5900963054170,712317098226,"WGS1326","3668ea21-cf4d-4b5f-b9b1-88cb0f45211f","decimalLatidude",5900963054170
"Setesdal_site3_plot_4","C4",4,"Exclosure",2012,"UTM unknown sone","392211 6542634",5900959463850,712317293753,"WGS1327","a08f383f-49b4-420b-a55b-11855d7a41e6","decimalLatidude",5900959463850
"Setesdal_site3_plot_5","C5",5,"Exclosure",2012,"UTM unknown sone","392203 6542617",5900944003250,712304203809,"WGS1328","5313f660-7f11-428a-8212-24b9d8efbc7a","decimalLatidude",5900944003250
"Setesdal_site3_plot_6","C6",6,"Exclosure",2012,"UTM unknown sone","392209 6542640",5900964798900,712313520209,"WGS1329","4b21f88b-7dbe-48e5-adbd-18ae0d6896c8","decimalLatidude",5900964798900
"Setesdal_site3_plot_7","C7",7,"Exclosure",2012,"UTM unknown sone","392204 6542627",5900953004270,712305455079,"WGS1330","952c8ea1-b81d-4f9e-ad7d-3a7d9cca64fd","decimalLatidude",5900953004270
"Setesdal_site3_plot_8","C8",8,"Exclosure",2012,"UTM unknown sone","392206 6542647",5900971006330,712307957639,"WGS1331","c8e106ab-fa72-4793-855f-a3413ccb9f87","decimalLatidude",5900971006330
"Setesdal_site3_plot_9","C9",9,"Exclosure",2012,"UTM unknown sone","392209 6542608",5900936076310,712315084444,"WGS1332","744ac867-80b2-4e4c-b417-f130c0cb2fca","decimalLatidude",5900936076310
"Setesdal_site3_plot_10","C10",10,"Exclosure",2012,"UTM unknown sone","392211 6542612",5900939717060,712318369144,"WGS1333","ba26e49c-9680-4f9e-82da-3f65245af6e9","decimalLatidude",5900939717060
"Setesdal_site3_plot_11","C11",11,"Browsed",2012,"UTM unknown sone","392207 6542506",5900844472580,712316590106,"WGS1334","3433792f-f53d-4dd8-98fd-e3a74de06cbd","decimalLatidude",5900844472580
"Setesdal_site3_plot_12","C12",12,"Browsed",2012,"UTM unknown sone","392203 6542531",5900866811260,712308407795,"WGS1335","ac34adc2-7602-47d9-8adf-7e628e3e4e26","decimalLatidude",5900866811260
"Setesdal_site3_plot_13","C13",13,"Browsed",2012,"UTM unknown sone","392205 6542516",5900853397970,712312621167,"WGS1336","64dcdea2-28b9-4054-bed7-d784a7875ca5","decimalLatidude",5900853397970
"Setesdal_site3_plot_14","C14",14,"Browsed",2012,"UTM unknown sone","392205 6542530",5900865964110,712311936831,"WGS1337","1cf2bf02-31d7-47dd-95d7-a6a36b13e32f","decimalLatidude",5900865964110
"Setesdal_site3_plot_15","C15",15,"Browsed",2012,"UTM unknown sone","392216 6542514",5900851880150,712331859695,"WGS1338","fa743445-c463-4023-9eb3-1bf055af3576","decimalLatidude",5900851880150
"Setesdal_site3_plot_16","C16",16,"Browsed",2012,"UTM unknown sone","392215 6542535",5900870704150,712329093216,"WGS1339","8ebaf86a-6b80-4165-b815-6126a43a854c","decimalLatidude",5900870704150
"Setesdal_site3_plot_17","C17",17,"Browsed",2012,"UTM unknown sone","392213 6542535",5900870653720,712325613057,"WGS1340","ae394599-6e1e-4f2f-b089-77ed45842079","decimalLatidude",5900870653720
"Setesdal_site3_plot_18","C18",18,"Browsed",2012,"UTM unknown sone","392211 6542518",5900855344410,712322963833,"WGS1341","c6881fe1-a434-45ed-aa32-2c23abe85fd2","decimalLatidude",5900855344410
"Setesdal_site3_plot_19","C19",19,"Browsed",2012,"UTM unknown sone","392210 6542522",5900858909530,712321028247,"WGS1342","9ddaca4b-bb3b-4116-ad69-9d57c5996c2f","decimalLatidude",5900858909530
"Setesdal_site3_plot_20","C20",20,"Browsed",2012,"UTM unknown sone","392211 6542528",5900864320230,712322475049,"WGS1343","37dfab00-6b96-4d07-821b-fffe4a6b446a","decimalLatidude",5900864320230
"Setesdal_site4_plot_1","D1",1,"Exclosure",2012,"UTM unknown sone","392607 6548498",5906232841360,712720277914,"WGS1344","2eb960ee-1394-4b4f-906c-0174fa8de731","decimalLatidude",5906232841360
