"locality","verbatimLocality","stationNumber","siteNumber","eventDate","verbatimCoordinateSystem","verbatimCoordinates","decimalLatidude","decimalLongitude","geodeticDatum","eventID","scientificName","organismQuantity"
"Setesdal_site5_plot_5","E5",5,"Exclosure",2004,"UTM unknown sone","392754 6549552",5907182584920,712925004719,"WGS568","7652c4c8-6741-4c85-9183-34118e51c747","Deschampsia flexuosa",100
"Setesdal_site5_plot_6","E6",6,"Exclosure",2004,"UTM unknown sone","392765 6549558",5907188246990,712943887747,"WGS569","49004933-eba5-4974-bc8e-bc00af138599","Deschampsia flexuosa",100
"Setesdal_site5_plot_7","E7",7,"Exclosure",2004,"UTM unknown sone","392763 6549553",5907183708820,712940645382,"WGS570","d7d04ebe-6ee7-4754-b105-ebb811273c72","Deschampsia flexuosa",100
"Setesdal_site5_plot_8","E8",8,"Exclosure",2004,"UTM unknown sone","392768 6549556",5907186527280,712949215264,"WGS571","3f2dba87-d3f4-44bd-95cf-97f41f746a79","Deschampsia flexuosa",100
"Setesdal_site5_plot_9","E9",9,"Exclosure",2004,"UTM unknown sone","392756 6549560",5907189815820,712928100534,"WGS572","725c0f8b-15d3-4244-be4a-0cb27fea9470","Deschampsia flexuosa",100
"Setesdal_site5_plot_10","E10",10,"Exclosure",2004,"UTM unknown sone","392756 6549570",5907198791580,712927612104,"WGS573","59f1ec13-558c-4305-b503-3dc9fc966bba","Deschampsia flexuosa",100
"Setesdal_site5_plot_11","E11",11,"Browsed",2004,"UTM unknown sone","392806 6549575",5907204536570,713014532346,"WGS574","df59fab0-710c-429a-a353-bbb8b0fee940","Deschampsia flexuosa",100
"Setesdal_site5_plot_12","E12",12,"Browsed",2004,"UTM unknown sone","392803 6549562",5907192792670,713009937158,"WGS575","245013ec-5421-4ffd-82da-d46d06ba662e","Deschampsia flexuosa",87.5
"Setesdal_site5_plot_13","E13",13,"Browsed",2004,"UTM unknown sone","392817 6549559",5907190451840,713034489581,"WGS576","49aeff90-cd69-442f-a757-3d2eae661836","Deschampsia flexuosa",56.25
"Setesdal_site5_plot_14","E14",14,"Browsed",2004,"UTM unknown sone","392805 6549553",5907184764760,713013863111,"WGS577","4a6253db-a973-4708-8420-4689354614b5","Deschampsia flexuosa",75
"Setesdal_site5_plot_15","E15",15,"Browsed",2004,"UTM unknown sone","392816 6549564",5907194914590,713032502221,"WGS578","7a0573a8-476b-44f1-8c16-0b3a9c30e4f5","Deschampsia flexuosa",87.5
"Setesdal_site5_plot_16","E16",16,"Browsed",2004,"UTM unknown sone","392807 6549579",5907208152010,713016080355,"WGS579","8c6f2dec-a5ee-485a-b193-7174f06f5395","Deschampsia flexuosa",100
"Setesdal_site5_plot_17","E17",17,"Browsed",2004,"UTM unknown sone","392805 6549578",5907207204160,713012642593,"WGS580","73f9da5e-a883-46bb-b1a4-b30564c7380c","Deschampsia flexuosa",100
"Setesdal_site5_plot_18","E18",18,"Browsed",2004,"UTM unknown sone","392809 6549578",5907207304710,713019615758,"WGS581","bbc8193f-21e1-4842-8314-a428f7742951","Deschampsia flexuosa",100
"Setesdal_site5_plot_19","E19",19,"Browsed",2004,"UTM unknown sone","392818 6549572",5907202145470,713035598272,"WGS582","8378e20a-0132-4651-980b-2f15194e0a95","Deschampsia flexuosa",100
"Setesdal_site5_plot_20","E20",20,"Browsed",2004,"UTM unknown sone","392805 6549561",5907191945370,713013472547,"WGS583","353fa361-2319-47df-9576-75b276bec1ef","Deschampsia flexuosa",100
"Setesdal_site6_plot_1","F1",1,"Exclosure",2004,"UTM unknown sone","395861 6546755",5904748989580,718474063818,"WGS584","627666d3-8974-4741-8a9c-80d72f18943a","Deschampsia flexuosa",100
"Setesdal_site6_plot_2","F2",2,"Exclosure",2004,"UTM unknown sone","395866 6546778",5904769756520,718481685321,"WGS585","f3314338-c062-457f-835d-814cd17553d4","Deschampsia flexuosa",100
"Setesdal_site6_plot_3","F3",3,"Exclosure",2004,"UTM unknown sone","395853 6546790",5904780210640,718458469641,"WGS586","adeb762b-a622-445b-bf0a-36a9d0a3817f","Deschampsia flexuosa",37.5
"Setesdal_site6_plot_5","F5",5,"Exclosure",2004,"UTM unknown sone","395860 6546765",5904757941250,718471848217,"WGS588","b410ef0f-407f-4ca6-8b01-00b0b9595f62","Deschampsia flexuosa",100
"Setesdal_site6_plot_6","F6",6,"Exclosure",2004,"UTM unknown sone","395866 6546772",5904764370880,718481969408,"WGS589","2f9d8fec-3b42-4bfb-ac21-e3ccee445c22","Deschampsia flexuosa",87.5
"Setesdal_site6_plot_7","F7",7,"Exclosure",2004,"UTM unknown sone","395852 6546743",5904737998720,718458953165,"WGS590","6e592793-87f7-476d-b466-60f72e187f66","Deschampsia flexuosa",100
"Setesdal_site6_plot_8","F8",8,"Exclosure",2004,"UTM unknown sone","395863 6546756",5904749935980,718477500669,"WGS591","95ca526e-9f12-4439-9d4a-3f76dad3b22a","Deschampsia flexuosa",100
"Setesdal_site6_plot_9","F9",9,"Exclosure",2004,"UTM unknown sone","395868 6546790",5904780576600,718484601374,"WGS592","db7e478f-c43e-49eb-baa9-7817bbd3d49f","Deschampsia flexuosa",100
"Setesdal_site6_plot_10","F10",10,"Exclosure",2004,"UTM unknown sone","395861 6546794",5904783996250,718472217162,"WGS593","222534bc-1262-45a4-8e51-535b4b20201e","Deschampsia flexuosa",100
"Setesdal_site6_plot_11","F11",11,"Browsed",2004,"UTM unknown sone","395864 6546718",5904715851300,718481041982,"WGS594","f1cb8ce3-ca30-44d1-8818-4375163e289c","Deschampsia flexuosa",100
"Setesdal_site6_plot_12","F12",12,"Browsed",2004,"UTM unknown sone","395852 6546709",5904707480080,718460563161,"WGS595","a2d9667c-4c96-4ae8-b9ff-da1401e13785","Deschampsia flexuosa",87.5
"Setesdal_site6_plot_13","F13",13,"Browsed",2004,"UTM unknown sone","395857 6546703",5904702216420,718469557654,"WGS596","12d5eebc-dd22-46eb-b33c-b1dd56929086","Deschampsia flexuosa",62.5
"Setesdal_site6_plot_14","F14",14,"Browsed",2004,"UTM unknown sone","395862 6546741",5904736447480,718476468803,"WGS597","ab9ef3db-e14d-496a-8acc-19e76e8db741","Deschampsia flexuosa",93.75
"Setesdal_site6_plot_15","F15",15,"Browsed",2004,"UTM unknown sone","395859 6546716",5904713934110,718472426267,"WGS598","9f2b983e-d998-4aa0-baea-6b162aea82d3","Deschampsia flexuosa",100
"Setesdal_site6_plot_16","F16",16,"Browsed",2004,"UTM unknown sone","395856 6546709",5904707577670,718467531475,"WGS599","56dcd06d-7bdd-48c4-a71c-ec7e8e2e07fb","Deschampsia flexuosa",100
"Setesdal_site6_plot_17","F17",17,"Browsed",2004,"UTM unknown sone","395867 6546706",5904705153200,718486836378,"WGS600","b3a49a17-5963-43d9-8345-c8a63c2e9ee1","Deschampsia flexuosa",93.75
"Setesdal_site6_plot_18","F18",18,"Browsed",2004,"UTM unknown sone","395852 6546723",5904720046580,718459900226,"WGS601","9cc8bcc1-1a9a-41cb-bbc1-605a7594ea25","Deschampsia flexuosa",100
"Setesdal_site6_plot_19","F19",19,"Browsed",2004,"UTM unknown sone","395865 6546704",5904703309200,718483446916,"WGS602","abfd7a8d-d165-4fbd-aaa7-8707c7c0f04d","Deschampsia flexuosa",68.75
"Setesdal_site6_plot_20","F20",20,"Browsed",2004,"UTM unknown sone","395868 6546707",5904706075210,718488531111,"WGS603","91cd66ab-1783-42d2-84bc-859ee53a1e9a","Deschampsia flexuosa",93.75
"Setesdal_site7_plot_1","G1",1,"Exclosure",2004,"UTM unknown sone","399961 6545029",5903297717140,725695385955,"WGS604","f8bb2ba3-45e9-4209-ac47-b24504a7dfa3","Deschampsia flexuosa",93.75
"Setesdal_site7_plot_2","G2",2,"Exclosure",2004,"UTM unknown sone","399968 6545028",5903296983450,725707621429,"WGS605","d921e59a-0709-42fe-80b5-bfea041ab5e9","Deschampsia flexuosa",68.75
"Setesdal_site7_plot_3","G3",3,"Exclosure",2004,"UTM unknown sone","399957 6545025",5903294032870,725688601990,"WGS606","e2c70e31-8434-46bd-bc04-308ec6a1cba2","Deschampsia flexuosa",56.25
"Setesdal_site7_plot_4","G4",4,"Exclosure",2004,"UTM unknown sone","399967 6545035",5903303243540,725705561931,"WGS607","1141c15f-94b7-4ecd-8c9c-55740bf4dd1c","Deschampsia flexuosa",100
"Setesdal_site7_plot_5","G5",5,"Exclosure",2004,"UTM unknown sone","399964 6545040",5903307661490,725700110424,"WGS608","bc043685-5e53-467f-9f7b-ef2708052b78","Deschampsia flexuosa",100
"Setesdal_site7_plot_7","G7",7,"Exclosure",2004,"UTM unknown sone","399963 6545025",5903294173410,725699050581,"WGS610","aa2fac2b-0ba3-45a1-9d47-31d0167101a2","Deschampsia flexuosa",50
"Setesdal_site7_plot_8","G8",8,"Exclosure",2004,"UTM unknown sone","399968 6545030",5903298778740,725707530555,"WGS611","1d5b9e2a-fd66-42c3-bfb2-0d55a2cd57ad","Deschampsia flexuosa",43.75
"Setesdal_site7_plot_9","G9",9,"Exclosure",2004,"UTM unknown sone","399959 6545030",5903298567940,725691857646,"WGS612","2f80ddc7-2c5a-4898-8ba4-433f668bb651","Deschampsia flexuosa",100
"Setesdal_site7_plot_10","G10",10,"Exclosure",2004,"UTM unknown sone","399965 6545015",5903285243810,725702987829,"WGS613","7f480764-5d0f-4e7f-8978-2484c98656fc","Deschampsia flexuosa",100
"Setesdal_site7_plot_11","G11",11,"Browsed",2004,"UTM unknown sone","399913 6545093",5903354041770,725608887526,"WGS614","cec7e432-e8e4-4e56-9fde-67a2e7dd1443","Deschampsia flexuosa",100
"Setesdal_site7_plot_12","G12",12,"Browsed",2004,"UTM unknown sone","399918 6545087",5903348773080,725617867604,"WGS615","4fe6b229-496d-4c90-8284-6a8b4b7dbe5b","Deschampsia flexuosa",100
"Setesdal_site7_plot_13","G13",13,"Browsed",2004,"UTM unknown sone","399919 6545056",5903320969550,725621018345,"WGS616","9454c1ba-4338-413c-8931-634fcab9b2fb","Deschampsia flexuosa",100
"Setesdal_site7_plot_14","G14",14,"Browsed",2004,"UTM unknown sone","399918 6545084",5903346080150,725618003989,"WGS617","c6e923e1-7723-401f-9734-dc89546877e5","Deschampsia flexuosa",100
"Setesdal_site7_plot_15","G15",15,"Browsed",2004,"UTM unknown sone","399903 6545097",5903357397990,725591291039,"WGS618","bdbe514a-7d42-442a-ac1a-deee05b5db14","Deschampsia flexuosa",87.5
"Setesdal_site7_plot_16","G16",16,"Browsed",2004,"UTM unknown sone","399903 6545074",5903336752180,725592336812,"WGS619","7f7ced28-ff68-406c-aacb-ec8c6465a9d7","Deschampsia flexuosa",81.25
"Setesdal_site7_plot_17","G17",17,"Browsed",2004,"UTM unknown sone","399914 6545078",5903340600550,725611310938,"WGS620","79ee4486-81c6-4af2-bf92-ed496d0a8302","Deschampsia flexuosa",93.75
"Setesdal_site7_plot_18","G18",18,"Browsed",2004,"UTM unknown sone","399916 6545097",5903357702650,725613930060,"WGS621","ded53b69-cfb2-4b77-8686-1351e2c439b6","Deschampsia flexuosa",100
"Setesdal_site7_plot_19","G19",19,"Browsed",2004,"UTM unknown sone","399915 6545090",5903351395710,725612506838,"WGS622","2856d40f-71f3-4e42-a6f4-d65332abe28b","Deschampsia flexuosa",100
"Setesdal_site7_plot_20","G20",20,"Browsed",2004,"UTM unknown sone","399907 6545073",5903335948290,725599348088,"WGS623","dd3016d9-4916-4692-937b-26956722cfc3","Deschampsia flexuosa",87.5
"Setesdal_site8_plot_1","H1",1,"Exclosure",2004,"UTM unknown sone","400559 6545072",5903350281120,726734826008,"WGS624","66fa3092-a40a-4be1-94b6-c9aa8d1a1e81","Deschampsia flexuosa",93.75
"Setesdal_site8_plot_2","H2",2,"Exclosure",2004,"UTM unknown sone","400567 6545094",5903370215660,726747764089,"WGS625","068680dc-8723-4f96-8eeb-1b4dad7a192f","Deschampsia flexuosa",100
"Setesdal_site8_plot_3","H3",3,"Exclosure",2004,"UTM unknown sone","400564 6545080",5903357578720,726743172011,"WGS626","8537600b-d9e4-45bb-931d-87f0e295feb6","Deschampsia flexuosa",100
"Setesdal_site8_plot_4","H4",4,"Exclosure",2004,"UTM unknown sone","400569 6545086",5903363081030,726751608382,"WGS627","986315cd-81be-4bf6-a26e-f60f05ca7cdc","Deschampsia flexuosa",100
"Setesdal_site8_plot_5","H5",5,"Exclosure",2004,"UTM unknown sone","400562 6545091",5903367406300,726739192198,"WGS628","133b1123-cea8-4f48-bb6e-d3af23ae7da8","Deschampsia flexuosa",100
"Setesdal_site8_plot_6","H6",6,"Exclosure",2004,"UTM unknown sone","400562 6545093",5903369201600,726739101859,"WGS629","c9a57947-2f47-45a3-bd2c-0c362f8b48ae","Deschampsia flexuosa",100
"Setesdal_site8_plot_7","H7",7,"Exclosure",2004,"UTM unknown sone","400559 6545077",5903354769360,726734600155,"WGS630","b00eb2d6-6f4d-4c32-90f9-8268c9ece9a6","Deschampsia flexuosa",75
"Setesdal_site8_plot_8","H8",8,"Exclosure",2004,"UTM unknown sone","400555 6545063",5903342109140,726728266679,"WGS631","905646e8-620a-4866-9414-7b38635786a2","Deschampsia flexuosa",93.75
"Setesdal_site8_plot_9","H9",9,"Exclosure",2004,"UTM unknown sone","400566 6545074",5903352239390,726746925963,"WGS632","aa7a7d6c-209a-4f06-9eb8-fe63b73c76fa","Deschampsia flexuosa",100
"Setesdal_site8_plot_10","H10",10,"Exclosure",2004,"UTM unknown sone","400562 6545078",5903355736860,726739779402,"WGS633","c4eed59b-e987-45b4-9d42-f97d6a968dcd","Deschampsia flexuosa",100
"Setesdal_site8_plot_11","H11",11,"Browsed",2004,"UTM unknown sone","400607 6545073",5903352296100,726818371446,"WGS634","56baa221-0f59-4ea1-b4b6-cb5678289fcd","Deschampsia flexuosa",100
"Setesdal_site8_plot_12","H12",12,"Browsed",2004,"UTM unknown sone","400604 6545067",5903346840380,726813417932,"WGS635","6ebb6e7c-0255-4ea3-9fce-992efd17b55e","Deschampsia flexuosa",100
"Setesdal_site8_plot_13","H13",13,"Browsed",2004,"UTM unknown sone","400601 6545071",5903350361160,726808012920,"WGS636","38bbcb9e-bfeb-45d9-bc29-a727d5efd53f","Deschampsia flexuosa",93.75
"Setesdal_site8_plot_14","H14",14,"Browsed",2004,"UTM unknown sone","400616 6545077",5903356096140,726833864114,"WGS637","7e745b45-8c3c-4b1c-ae83-07cf16be08a8","Deschampsia flexuosa",93.75
"Setesdal_site8_plot_15","H15",15,"Browsed",2004,"UTM unknown sone","400615 6545092",5903369537610,726831445457,"WGS638","67a3920f-6f03-4b07-b800-66c4e3d8e208","Deschampsia flexuosa",100
"Setesdal_site8_plot_16","H16",16,"Browsed",2004,"UTM unknown sone","400617 6545093",5903370481800,726834883274,"WGS639","888d17b7-80ff-4b79-bd08-1757ca564f7d","Deschampsia flexuosa",100
"Setesdal_site8_plot_17","H17",17,"Browsed",2004,"UTM unknown sone","400613 6545094",5903371286370,726827872203,"WGS640","590a4342-4ef5-4cea-8760-9cbd556d2515","Deschampsia flexuosa",100
"Setesdal_site8_plot_18","H18",18,"Browsed",2004,"UTM unknown sone","400607 6545099",5903375634980,726817197568,"WGS641","addebc0f-57f5-4a66-bc1c-471d51e6f605","Deschampsia flexuosa",100
"Setesdal_site8_plot_19","H19",19,"Browsed",2004,"UTM unknown sone","400608 6545078",5903356807620,726819887176,"WGS642","8eb1735d-4694-40d8-9ece-5e226770d043","Deschampsia flexuosa",100
"Setesdal_site8_plot_20","H20",20,"Browsed",2004,"UTM unknown sone","400603 6545080",5903358486550,726811089505,"WGS643","5e134751-7303-4773-a9ac-b3abed3a3bfe","Deschampsia flexuosa",100
"Setesdal_site9_plot_2","I2",2,"Exclosure",2004,"UTM unknown sone","400953 6544411",5902766088100,727450700889,"WGS645","f7e7f9d3-f28e-40a1-b034-7a024a454270","Deschampsia flexuosa",100
"Setesdal_site9_plot_3","I3",3,"Exclosure",2004,"UTM unknown sone","400952 6544413",5902767860220,727448869760,"WGS646","2a3e7f58-bd24-4a3d-852d-7f97fdcb9fb5","Deschampsia flexuosa",56.25
"Setesdal_site9_plot_4","I4",4,"Exclosure",2004,"UTM unknown sone","400958 6544405",5902760818110,727459676623,"WGS647","e5482c37-bc29-42e0-912e-78e074cffef6","Deschampsia flexuosa",75
"Setesdal_site9_plot_5","I5",5,"Exclosure",2004,"UTM unknown sone","400962 6544413",5902768092070,727466281581,"WGS648","f74a82e4-97be-4d38-9950-82c0398bf75a","Deschampsia flexuosa",68.75
"Setesdal_site9_plot_6","I6",6,"Exclosure",2004,"UTM unknown sone","400960 6544410",5902765352740,727462934128,"WGS649","480d9755-4831-4de3-8a0e-d871c46a8748","Deschampsia flexuosa",100
"Setesdal_site9_plot_7","I7",7,"Exclosure",2004,"UTM unknown sone","400965 6544440",5902792398260,727470290977,"WGS650","f1f2d515-fa20-47ff-94bc-e0d270c3be12","Deschampsia flexuosa",100
"Setesdal_site9_plot_8","I8",8,"Exclosure",2004,"UTM unknown sone","400961 6544436",5902788714910,727463506081,"WGS651","2f96b743-0655-40e1-9385-82c0f219a460","Deschampsia flexuosa",100
"Setesdal_site9_plot_9","I9",9,"Exclosure",2004,"UTM unknown sone","400964 6544437",5902789682120,727468684690,"WGS652","e3f64d48-750f-4a5a-90b6-01a9059339ef","Deschampsia flexuosa",93.75
"Setesdal_site9_plot_10","I10",10,"Exclosure",2004,"UTM unknown sone","400967 6544441",5902793342280,727473728398,"WGS653","283f7a0b-a931-48fb-a702-bf582cbd6132","Deschampsia flexuosa",100
"Setesdal_site9_plot_11","I11",11,"Browsed",2004,"UTM unknown sone","400908 6544428",5902780304600,727371582864,"WGS654","a32a080b-4ead-499c-a5c9-4fe3b25fd012","Deschampsia flexuosa",100
"Setesdal_site9_plot_12","I12",12,"Browsed",2004,"UTM unknown sone","400916 6544435",5902786773740,727385197429,"WGS655","d748f158-52c0-42a6-ac35-b6e825839e1f","Deschampsia flexuosa",100
"Setesdal_site9_plot_13","I13",13,"Browsed",2004,"UTM unknown sone","400919 6544425",5902777866790,727390870897,"WGS656","e6bf2aa9-d599-41d5-887a-200e33daa200","Deschampsia flexuosa",100
"Setesdal_site9_plot_14","I14",14,"Browsed",2004,"UTM unknown sone","400916 6544431",5902783183130,727385377393,"WGS657","a9ea2e7b-b49c-4f64-9b34-665fc3130c25","Deschampsia flexuosa",100
"Setesdal_site9_plot_15","I15",15,"Browsed",2004,"UTM unknown sone","400915 6544433",5902784955240,727383546221,"WGS658","55fea1a7-a042-4ede-b48f-1719817e5cd8","Deschampsia flexuosa",100
"Setesdal_site9_plot_16","I16",16,"Browsed",2004,"UTM unknown sone","400911 6544442",5902792941330,727376176520,"WGS659","9b9e255e-44b9-463c-8998-b84a67946c0b","Deschampsia flexuosa",87.5
"Setesdal_site9_plot_17","I17",17,"Browsed",2004,"UTM unknown sone","400909 6544439",5902790201980,727372829115,"WGS660","8bfab35a-5627-4e2b-b205-1569957e7418","Deschampsia flexuosa",100
"Setesdal_site9_plot_18","I18",18,"Browsed",2004,"UTM unknown sone","400903 6544410",5902764030870,727363686862,"WGS661","a0de6849-4cb6-49aa-aad5-7cd4a443a3c1","Deschampsia flexuosa",100
"Setesdal_site9_plot_19","I19",19,"Browsed",2004,"UTM unknown sone","400901 6544428",5902780142220,727359394551,"WGS662","5fc02de5-9d59-41c4-ac0d-3ca40af95c0a","Deschampsia flexuosa",100
"Setesdal_site10_plot_1","J1",1,"Exclosure",2004,"UTM unknown sone","401202 6544562",5902907400060,727877481569,"WGS664","00d411be-46c9-4532-83fe-a30193b60f3f","Deschampsia flexuosa",50
"Setesdal_site10_plot_2","J2",2,"Exclosure",2004,"UTM unknown sone","401201 6544572",5902916353480,727875291658,"WGS665","513e96f7-a898-4d9f-b1e1-4ed74a4ad86b","Deschampsia flexuosa",6.25
"Setesdal_site10_plot_3","J3",3,"Exclosure",2004,"UTM unknown sone","401203 6544560",5902905627880,727879312554,"WGS666","be38bf47-4ae4-40e0-a84e-938c04266e4f","Deschampsia flexuosa",87.5
"Setesdal_site10_plot_4","J4",4,"Exclosure",2004,"UTM unknown sone","401206 6544582",5902925445670,727883549328,"WGS667","a3cba3d6-8110-42cd-baee-081a70fc3c4d","Deschampsia flexuosa",100
"Setesdal_site10_plot_5","J5",5,"Exclosure",2004,"UTM unknown sone","401206 6544574",5902918264430,727883908236,"WGS668","b4fe098d-aaba-40ce-a0fe-779590a70082","Deschampsia flexuosa",100
"Setesdal_site10_plot_6","J6",6,"Exclosure",2004,"UTM unknown sone","401207 6544580",5902923673490,727885380320,"WGS669","de84a3fb-0a53-4583-bf94-e3df4e5dfb2b","Deschampsia flexuosa",100
"Setesdal_site10_plot_7","J7",7,"Exclosure",2004,"UTM unknown sone","401214 6544562",5902907677590,727898376649,"WGS670","73a9a928-f1f6-43a3-8c52-e7d5c30ffa09","Deschampsia flexuosa",100
"Setesdal_site10_plot_8","J8",8,"Exclosure",2004,"UTM unknown sone","401216 6544554",5902900542600,727902218030,"WGS671","4ba90c1a-e597-4145-8176-aa829cd510de","Deschampsia flexuosa",93.75
"Setesdal_site10_plot_9","J9",9,"Exclosure",2004,"UTM unknown sone","401219 6544553",5902899714320,727907486646,"WGS672","f3046cea-9f01-479a-94ad-791cfae0cb49","Deschampsia flexuosa",100
"Setesdal_site10_plot_10","J10",10,"Exclosure",2004,"UTM unknown sone","401215 6544593",5902935528020,727898727263,"WGS673","d23c2013-b286-41e7-a2a4-b87cfc7149cf","Deschampsia flexuosa",100
"Setesdal_site10_plot_11","J11",11,"Browsed",2004,"UTM unknown sone","401152 6544582",5902924196420,727789521023,"WGS674","27a1f496-d579-4872-a426-c5277743002e","Deschampsia flexuosa",6.25
"Setesdal_site10_plot_13","J13",13,"Browsed",2004,"UTM unknown sone","401157 6544594",5902935083980,727797688712,"WGS676","22c8f8ac-fa5b-4768-aa37-b6f473fdbf8a","Deschampsia flexuosa",18.75
"Setesdal_site10_plot_14","J14",14,"Browsed",2004,"UTM unknown sone","401169 6544597",5902938054600,727818449308,"WGS677","5ef7dcfa-fbca-4947-8d05-cbc37f042ec2","Deschampsia flexuosa",100
"Setesdal_site10_plot_15","J15",15,"Browsed",2004,"UTM unknown sone","401165 6544592",5902933473770,727811708636,"WGS678","c7ac10d6-abd9-4000-9b8b-0efce07b892a","Deschampsia flexuosa",100
"Setesdal_site10_plot_16","J16",16,"Browsed",2004,"UTM unknown sone","401158 6544581",5902923437600,727800013494,"WGS679","9c5612ca-7ea2-49be-b66e-a255166ea442","Deschampsia flexuosa",100
"Setesdal_site10_plot_17","J17",17,"Browsed",2004,"UTM unknown sone","401158 6544588",5902929721190,727799699295,"WGS680","44b837aa-d620-4709-9ff8-0d591769b1c9","Deschampsia flexuosa",25
"Setesdal_site10_plot_18","J18",18,"Browsed",2004,"UTM unknown sone","401162 6544578",5902920837190,727807113200,"WGS681","f17919b3-8e08-49e7-8470-5b1e5875e3eb","Deschampsia flexuosa",100
"Setesdal_site10_plot_19","J19",19,"Browsed",2004,"UTM unknown sone","401162 6544574",5902917246580,727807292733,"WGS682","6484dc57-b3da-4700-a8ef-ddfcc48aa314","Deschampsia flexuosa",25
"Setesdal_site10_plot_20","J20",20,"Browsed",2004,"UTM unknown sone","401164 6544576",5902919088160,727810685490,"WGS683","8586ace6-99e5-44ee-af92-7b0a72d440c2","Deschampsia flexuosa",93.75
"Setesdal_site1_plot_1","A1",1,"Exclosure",2006,"UTM unknown sone","386557 6544826",5902780551560,702366288533,"WGS684","b010c075-bc34-4ebd-a901-2d80d8f9050b","Deschampsia flexuosa",100
"Setesdal_site1_plot_4","A4",4,"Exclosure",2006,"UTM unknown sone","386552 6544831",5902784906410,702357326264,"WGS687","2b8915bc-c320-4ebe-a629-cf5706b98036","Deschampsia flexuosa",37.5
"Setesdal_site1_plot_5","A5",5,"Exclosure",2006,"UTM unknown sone","386557 6544806",5902762601040,702367318716,"WGS688","7fc05ce0-f43b-4444-87fa-42ec39700d70","Deschampsia flexuosa",6.25
"Setesdal_site1_plot_6","A6",6,"Exclosure",2006,"UTM unknown sone","386561 6544824",5902778862730,702373355316,"WGS689","df703106-0e57-4263-a581-1adad840d906","Deschampsia flexuosa",100
"Setesdal_site1_plot_7","A7",7,"Exclosure",2006,"UTM unknown sone","386563 6544828",5902782505940,702376631172,"WGS690","d69782bb-e97d-4da5-b920-c78357855b22","Deschampsia flexuosa",37.5
"Setesdal_site1_plot_8","A8",8,"Exclosure",2006,"UTM unknown sone","386564 6544834",5902787917650,702378063076,"WGS691","609c89eb-e109-4b7c-8a64-990342dead75","Deschampsia flexuosa",12.5
"Setesdal_site1_plot_9","A9",9,"Exclosure",2006,"UTM unknown sone","386566 6544828",5902782585600,702381854001,"WGS692","540a6bed-a41a-4056-a531-64495abdb162","Deschampsia flexuosa",43.75
"Setesdal_site1_plot_11","A11",11,"Browsed",2006,"UTM unknown sone","386651 6544802",5902761506070,702531172419,"WGS694","d2915df3-00fb-48a7-87d9-7ccad0432bcf","Deschampsia flexuosa",6.25
"Setesdal_site1_plot_12","A12",12,"Browsed",2006,"UTM unknown sone","386665 6544811",5902769955250,702555082360,"WGS695","e78aa9a8-5b97-48f1-b235-ecfe44fce3e1","Deschampsia flexuosa",37.5
"Setesdal_site1_plot_13","A13",13,"Browsed",2006,"UTM unknown sone","386668 6544836",5902792473030,702559018698,"WGS696","f7235a74-0baf-4f61-b524-357dc5b28e69","Deschampsia flexuosa",87.5
"Setesdal_site1_plot_14","A14",14,"Browsed",2006,"UTM unknown sone","386655 6544803",5902762509730,702538084691,"WGS697","190a46bb-2d4a-42f2-912f-bcd50dfc0dac","Deschampsia flexuosa",62.5
"Setesdal_site1_plot_15","A15",15,"Browsed",2006,"UTM unknown sone","386662 6544809",5902768080610,702549962467,"WGS698","ee83dbf8-b5d4-4033-812d-ac69d5277778","Deschampsia flexuosa",100
"Setesdal_site1_plot_16","A16",16,"Browsed",2006,"UTM unknown sone","386657 6544840",5902795771300,702539662391,"WGS699","2582d07b-f82d-4fa7-b871-c8325c8dd862","Deschampsia flexuosa",100
"Setesdal_site1_plot_17","A17",17,"Browsed",2006,"UTM unknown sone","386661 6544839",5902794979900,702546677660,"WGS700","43bc11fc-dd12-484e-9143-25c92ad07859","Deschampsia flexuosa",56.25
"Setesdal_site1_plot_18","A18",18,"Browsed",2006,"UTM unknown sone","386660 6544834",5902790465730,702545194024,"WGS701","ea09787b-012d-4456-a57c-9331faf0cc24","Deschampsia flexuosa",31.25
"Setesdal_site1_plot_19","A19",19,"Browsed",2006,"UTM unknown sone","386663 6544815",5902773492300,702551394639,"WGS702","7632769a-7777-4986-979c-48a83e3d917e","Deschampsia flexuosa",68.75
"Setesdal_site1_plot_20","A20",20,"Browsed",2006,"UTM unknown sone","386660 6544806",5902765334970,702546634979,"WGS703","cd2b8774-babd-46be-a4ce-258afe7de7ff","Deschampsia flexuosa",75
"Setesdal_site2_plot_1","B1",1,"Exclosure",2006,"UTM unknown sone","389962 6544671",5902730495540,708302122418,"WGS704","3ff258f8-bd7f-4b5e-8de1-54099974fa88","Deschampsia flexuosa",100
"Setesdal_site2_plot_2","B2",2,"Exclosure",2006,"UTM unknown sone","389966 6544677",5902735983920,708308786569,"WGS705","fb9abb40-364e-4158-8999-b0b4ab61373a","Deschampsia flexuosa",100
"Setesdal_site2_plot_3","B3",3,"Exclosure",2006,"UTM unknown sone","389967 6544687",5902744985260,708310027949,"WGS706","4b274c4f-e419-4b23-992e-81f9078d5423","Deschampsia flexuosa",93.75
"Setesdal_site2_plot_4","B4",4,"Exclosure",2006,"UTM unknown sone","389968 6544680",5902738728110,708312118652,"WGS707","748afee4-7762-4844-8d3e-3df471d74ff7","Deschampsia flexuosa",100
